0
Not named
Not named
Not named
Michael Wadsworth
"Celator Pharmaceuticals, Inc."
""
Not named
Not named
Joseph Pirinea
Charlene Jones
City of St Clair Shores Police and Fire Retirement System
Not named
Not named
Not named
Not named
Not named
David M Stein
Not named
City of Warren Police and Fire Retirement System
Not named
Not named
"Wei Song, Ling Li, Metamining, Inc., Metamining Nevada, Inc., CD International Enterprises, Inc., China Direct Investments, Inc., Capital Resource Management Co., Ltd., f/k/a Capital One Resource Co., Ltd., Ecolab Inc."
Not named
Not named
Not named
Not named
Christopher Shreves
Chris Masilionis
City of St Clair Shores Police and Fire Retirement System
Not named
Not named
Not named
"Ruth C May, Donna E Ledgerwood"
Not named
Not named
Not named
Not named
Not named
Not named
Not named
Not named
Scott Weller
Paul Beisel
Boynton Beach Firefighters' Pension Fund
Not named
FirstFire Global Opportunities Fund LLC
Not named
Not named
Pedro Ramirez Jr.
Scott Fischer
""
""
Not named
""
John Doe
Not named
Blake Bauer
Not named
Outerwall Inc.
"Sequenom, Inc."
Not named
Not named
Not named
Not named
Not named
Not named
"Ruth C May, Donna E Ledgerwood"
Not named
"Zachary Nelson, Evan Goldberg, James McGeever, Billy Beane, Deborah A Farrington, Catherine Kinney, Kevin Thompson, Edward J Zander, Steve Gomo"
Not named
"Angela Lohmann, NECA-IBEW Pension Trust Fund"
Randstad Holding N.V.
City of Hialeah Employees’ Retirement System
Not named
Not named
Not named
Not named
Doris Shenwick
Gary Hefler
"G&K Services, Inc."
Not named
Not named
Not named
Not named
Not named
Not named
Prakash Mohanty
Not named
"Gregory J Osborne, Michael B Bender, James P Carney, Richard K Greaves"
Not named
Not named
Enrico Vaccaro
Not named
"Judy Bruner, Lloyd A Carney, Renato A DiPentima, Alan L Earhart, John W Gerdelman, Kim C Goodman, David L House"
Not named
"Ruth C May, Donna E Ledgerwood"
Michael L Reger
"Dakota Plains Holdings, Inc."
Not named
Not named
Not named
Alan Hall
Not named
Not named
Michael Erber
Bixing Peng
Not named
Not named
Lehigh County Employees’ Retirement System
Not named
Not named
Universal American Corp
Not named
Gregg Badger
Not named
John Cianti
Not named
Not named
Iron Workers Local Union No. 405 Annuity Fund
Rajesh Shah
Monroe County Employees’ Retirement System
Not named
City of Warren Police and Fire Retirement System
Not named
Not named
Not named
Not named
""
Not named
Not named
Not named
Not named
Not named
"Northern Dynasty Minerals, Inc., Ronald W. Thiessen, Marchand Snyman"
Rentech NV
Not named
Mike Paciga
Cynosure
""
""
City of Dearborn Heights Act 345 Police & Fire Retirement System
Kevin Malone
Eric Ollila
Not named
Stonegate Mortgage Corporation
Not named
John Solak
Not named
"Frank Calderoni, James J Goetz, William Jenkins Jr, Jerry M Kennelly, Bob Kelly, Varun Mehta, William J Schroeder, Suresh Vasudevan"
James Ziolkowski
Mead Johnson Nutrition Company
Not named
David Buehring
Not named
Not named
Not named
FBR & Co
Not named
GenVec
"Gregory Garrabrants, Andrew J Micheletti"
Not named
Not named
Not named
Not named
Not named
Laborers' Local #231 Pension Fund
Not named
"Delta Air Lines, Inc."
Not named
Not named
Not named
Not named
Not named
Not named
Derek Da Ponte
Not named
Not named
Sevcon
Not named
Not named
"John N Kapoor, Kenneth S Abramowitz, Adrienne L Graves, Ronald M Johnson, Steven J Meyer, Terry A Rappuhn, Brian Tambi, Alan Weinstein, Raj Rai, Parent, Merger Sub"
Not named
City of Sunrise General Employees’ Retirement Plan
Not named
Employees’ Retirement System of the City of Baton Rouge and Parish of East Baton Rouge
Horry County State Bank
Not named
Not named
Not named
""
Not named
Rightside Inc.
Xactly Corporation
"Nandu Thondavadi, Dhru Desai, Thomas E Sawyer, Philip Firrek, Eric Gurr"
Not named
"Angela R Hicks Bowman, Michael S Maurer, David B Mullen, Michael D Sands, H Eric Semler, Susan Thronson"
Not named
""
""
City of Warren Police and Fire Retirement System
"Carrie Scheufele, Jeffrey Scheufele, Nicholas Oram"
Not named
Waterford Township Police & Fire Retirement System
Monroe County Employees' Retirement System
Not named
Not named
Not named
Not named
Not named
Not named
Charles Forrester
Robert Freedman
Not named
Not named
Christopher Brady
Not named
Not named
"Ruth C May, Donna E Ledgerwood"
"Supreme Industries, Inc."
Not named
Paul Parshall
"Ruth C May, Donna E Ledgerwood"
Richard Gericke
Landauer
Not named
Numerex Corp
Not named
"Dimension Therapeutics, Inc."
Hawaiian Telcom
Not named
Exa Corporation
Alcobra Ltd.
Not named
"Thomas Albanese, Guy Robert Elliot"
Jimmie O Robinson
Not named
"Inter-Marketing Group USA, Inc."
Onvia
Not named
Not named
Not named
Electrical Workers Local 0357 Pension and Health Welfare Trusts
"Jeffrey Stiefler, Charles Drucker, Lee Adrean, Kevin Costello, Mark Heimbouch, Lisa Hook, David Karnstedt, Gary Lauer, Boon Sim, Mark Sunday"
"Omega Healthcare Investors Inc, Gary R Goodwin, Bret D Scholtes, Stephen C Bryan, Michael N Christodolou, Celeste A Clark, David H Clarke, David A Owen, David W Wehlmann"
Dror Gronich
Not named
Not named
Not named
Cambridge Retirement System
Elias Dagher
"Infinity Pharmaceuticals, Inc."
David Kipling
Not named
Not named
""
Cory Longo
Not named
Not named
Not named
Not named
Not named
Not named
Carey Camp
Cynthia Pittman
Edward Lea
Not named
Not named
Not named
Express Scripts Holding Company
""
DCT Industrial Trust Inc
Paul Warner
"Ruth C May, Donna E Ledgerwood"
"21st Century Fox, Inc."
Not named
Not named
Guaranty Bancorp
David Smith
Not named
Greg Sawicki
Not named
Not named
Not named
Key Technology Corporation
